NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO
I182069285;3125;Warrant Arrests;WARRANT ARREST;B2;288;0;29/08/18 11:00;2018;8;Wednesday;11;0
I182069277;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;319;0;29/08/18 10:00;2018;8;Wednesday;10;0
I182069276;3115;Investigate Person;INVESTIGATE PERSON;B2;257;0;29/08/18 10:33;2018;8;Wednesday;10;0
I182069261;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;290;0;29/08/18 09:49;2018;8;Wednesday;9;1
I182069254;3207;Property Found;PROPERTY - FOUND;B2;0;0;25/08/18 19:00;2018;8;Saturday;19;0
I182069251;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;606;0;28/08/18 08:00;2018;8;Tuesday;8;0
I182069249;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;328;0;29/08/18 09:34;2018;8;Wednesday;9;1
I182069249;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;328;0;29/08/18 09:34;2018;8;Wednesday;9;0
I182069234;613;Larceny;LARCENY SHOPLIFTING;B2;603;0;29/08/18 07:31;2018;8;Wednesday;7;0
I182069226;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;304;0;01/09/18 23:20;2018;9;Saturday;23;0
I182069218;3125;Warrant Arrests;WARRANT ARREST;B2;295;0;29/08/18 06:35;2018;8;Wednesday;6;0
I182069206;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;180;0;29/08/18 01:49;2018;8;Wednesday;1;1
I182069206;1402;Vandalism;VANDALISM;B2;180;0;29/08/18 01:49;2018;8;Wednesday;1;0
I182069203;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;0;0;29/08/18 02:06;2018;8;Wednesday;2;0
I182069201;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;605;0;29/08/18 01:12;2018;8;Wednesday;1;0
I182069197;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;304;0;29/08/18 00:55;2018;8;Wednesday;0;0
I182069187;1510;Firearm Violations;WEAPON - FIREARM - OTHER VIOLATION;B2;0;0;28/08/18 23:49;2018;8;Tuesday;23;0
I182069187;1402;Vandalism;VANDALISM;B2;0;0;28/08/18 23:49;2018;8;Tuesday;23;0
I182069185;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;319;0;28/08/18 23:36;2018;8;Tuesday;23;1
I182069184;3501;Missing Person Reported;MISSING PERSON;B2;281;0;28/08/18 13:30;2018;8;Tuesday;13;0
I182069177;3301;Verbal Disputes;VERBAL DISPUTE;B2;304;0;28/08/18 22:06;2018;8;Tuesday;22;0
I182069154;617;Larceny;LARCENY THEFT FROM BUILDING;B2;319;0;28/08/18 20:11;2018;8;Tuesday;20;0
I182069154;3301;Verbal Disputes;VERBAL DISPUTE;B2;319;0;28/08/18 20:11;2018;8;Tuesday;20;0
I182069154;2629;Harassment;HARASSMENT;B2;319;0;28/08/18 20:11;2018;8;Tuesday;20;0
I182069147;2632;Evading Fare;EVADING FARE;B2;306;0;28/08/18 20:21;2018;8;Tuesday;20;0
I182069136;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;328;0;28/08/18 19:01;2018;8;Tuesday;19;0
I182069112;301;Robbery;ROBBERY - STREET;B2;181;0;28/08/18 18:08;2018;8;Tuesday;18;1
I182069102;3115;Investigate Person;INVESTIGATE PERSON;B2;282;0;28/08/18 18:23;2018;8;Tuesday;18;0
I182069094;3201;Property Lost;PROPERTY - LOST;B2;315;0;22/05/18 12:00;2018;5;Tuesday;12;0
I182069093;3410;Towed;TOWED MOTOR VEHICLE;B2;613;0;28/08/18 15:46;2018;8;Tuesday;15;0
I182069090;3115;Investigate Person;INVESTIGATE PERSON;B2;611;0;28/08/18 16:54;2018;8;Tuesday;16;0
I182069084;613;Larceny;LARCENY SHOPLIFTING;B2;603;0;28/08/18 17:33;2018;8;Tuesday;17;0
I182069076;3201;Property Lost;PROPERTY - LOST;B2;605;0;24/08/18 22:00;2018;8;Friday;22;0
I182069074;613;Larceny;LARCENY SHOPLIFTING;B2;603;0;28/08/18 16:22;2018;8;Tuesday;16;0
I182069063;3201;Property Lost;PROPERTY - LOST;B2;178;0;27/08/18 15:30;2018;8;Monday;15;0
I182069056;3108;Fire Related Reports;FIRE REPORT - HOUSE;B2;326;0;28/08/18 14:49;2018;8;Tuesday;15;0
I182069053;3807;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER CITY VEHICLE;B2;328;0;28/08/18 15:00;2018;8;Tuesday;15;0
I182069032;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;291;0;28/08/18 14:09;2018;8;Tuesday;14;0
I182069029;3410;Towed;TOWED MOTOR VEHICLE;B2;281;0;28/08/18 12:58;2018;8;Tuesday;12;0
I182069006;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;0;0;28/08/18 13:02;2018;8;Tuesday;13;0
I182069001;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;309;0;28/08/18 12:57;2018;8;Tuesday;12;0
I182069001;613;Larceny;LARCENY SHOPLIFTING;B2;309;0;28/08/18 12:57;2018;8;Tuesday;12;0
I182068985;619;Larceny;LARCENY ALL OTHERS;B2;264;0;17/08/18 16:00;2018;8;Friday;16;0
I182068981;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;266;0;28/08/18 12:19;2018;8;Tuesday;12;0
I182068975;2629;Harassment;HARASSMENT;B2;305;0;28/08/18 11:51;2018;8;Tuesday;11;0
I182068956;1849;Drug Violation;DRUGS - POSS CLASS B - COCAINE;B2;0;0;28/08/18 10:41;2018;8;Tuesday;10;0
I182068956;3125;Warrant Arrests;WARRANT ARREST;B2;0;0;28/08/18 10:41;2018;8;Tuesday;10;0
I182068956;2101;Operating Under the Influence;OPERATING UNDER THE INFLUENCE ALCOHOL;B2;0;0;28/08/18 10:41;2018;8;Tuesday;10;0
I182068956;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;28/08/18 10:41;2018;8;Tuesday;10;0
I182068951;2005;Offenses Against Child / Family;CHILD ENDANGERMENT;B2;612;0;28/08/18 10:41;2018;8;Tuesday;10;0
I182068946;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;587;0;28/08/18 09:44;2018;8;Tuesday;9;0
I182068944;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;321;0;27/08/18 16:00;2018;8;Monday;16;0
I182068932;3207;Property Found;PROPERTY - FOUND;B2;329;0;25/08/18 00:00;2018;8;Saturday;0;0
I182068926;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;600;0;28/08/18 09:12;2018;8;Tuesday;9;0
I182068924;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;276;0;28/08/18 09:06;2018;8;Tuesday;9;0
I182068918;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;178;0;28/08/18 08:43;2018;8;Tuesday;8;0
I182068904;3410;Towed;TOWED MOTOR VEHICLE;B2;319;0;28/08/18 06:32;2018;8;Tuesday;6;0
I182068901;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;280;0;27/08/18 22:58;2018;8;Monday;22;0
I182068897;3410;Towed;TOWED MOTOR VEHICLE;B2;330;0;28/08/18 03:00;2018;8;Tuesday;3;0
I182068892;3301;Verbal Disputes;VERBAL DISPUTE;B2;300;0;27/08/18 23:34;2018;8;Monday;23;0
I182068876;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;183;1;27/08/18 22:56;2018;8;Monday;22;1
I182068870;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;0;0;27/08/18 21:55;2018;8;Monday;21;1
I182068865;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;328;0;27/08/18 21:31;2018;8;Monday;21;0
I182068864;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;265;0;27/08/18 21:00;2018;8;Monday;21;0
I182068860;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;300;0;27/08/18 21:19;2018;8;Monday;21;0
I182068844;3201;Property Lost;PROPERTY - LOST;B2;311;0;27/08/18 18:50;2018;8;Monday;18;0
I182068841;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;260;0;27/08/18 18:57;2018;8;Monday;18;0
I182068829;706;Auto Theft;AUTO THEFT - MOTORCYCLE / SCOOTER;B2;294;0;23/08/18 18:00;2018;8;Thursday;18;0
I182068817;2629;Harassment;HARASSMENT;B2;320;0;23/08/18 00:00;2018;8;Thursday;0;0
I182068813;619;Larceny;LARCENY ALL OTHERS;B2;328;0;22/08/18 11:30;2018;8;Wednesday;11;0
I182068807;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;0;0;27/08/18 17:53;2018;8;Monday;17;0
I182068806;2007;Restraining Order Violations;VIOL. OF RESTRAINING ORDER W NO ARREST;B2;321;0;27/08/18 18:49;2018;8;Monday;18;0
I182068798;617;Larceny;LARCENY THEFT FROM BUILDING;B2;603;0;24/08/18 16:00;2018;8;Friday;16;0
I182068791;3115;Investigate Person;INVESTIGATE PERSON;B2;286;0;27/08/18 17:14;2018;8;Monday;17;0
I182068790;3115;Investigate Person;INVESTIGATE PERSON;B2;185;0;27/08/18 17:01;2018;8;Monday;17;0
I182068755;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;310;0;27/08/18 16:01;2018;8;Monday;16;0
I182068747;1501;Firearm Violations;WEAPON - FIREARM - CARRYING / POSSESSING;B2;258;0;27/08/18 16:30;2018;8;Monday;16;0
I182068729;619;Larceny;LARCENY ALL OTHERS;B2;593;0;27/08/18 15:06;2018;8;Monday;15;0
I182068709;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;328;0;27/08/18 13:41;2018;8;Monday;13;0
I182068704;3301;Verbal Disputes;VERBAL DISPUTE;B2;319;0;27/08/18 12:24;2018;8;Monday;12;0
I182068680;3501;Missing Person Reported;MISSING PERSON;B2;606;0;27/08/18 11:09;2018;8;Monday;11;0
I182068675;3125;Warrant Arrests;WARRANT ARREST;B2;179;0;27/08/18 12:34;2018;8;Monday;12;0
I182068673;3301;Verbal Disputes;VERBAL DISPUTE;B2;183;0;27/08/18 10:40;2018;8;Monday;10;0
I182068659;1874;Drug Violation;DRUGS - OTHER;B2;287;0;27/08/18 11:18;2018;8;Monday;11;0
I182068656;2629;Harassment;HARASSMENT;B2;296;0;27/08/18 11:11;2018;8;Monday;11;0
I182068651;3115;Investigate Person;INVESTIGATE PERSON;B2;313;0;27/08/18 10:05;2018;8;Monday;10;0
I182068649;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;268;0;27/08/18 09:30;2018;8;Monday;9;0
I182068641;3125;Warrant Arrests;WARRANT ARREST;B2;287;0;27/08/18 10:14;2018;8;Monday;10;0
I182068636;2647;Other;THREATS TO DO BODILY HARM;B2;304;0;27/08/18 10:17;2018;8;Monday;10;0
I182068630;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;279;0;27/08/18 09:39;2018;8;Monday;9;0
I182068630;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;279;0;27/08/18 09:39;2018;8;Monday;9;1
I182068626;3410;Towed;TOWED MOTOR VEHICLE;B2;920;0;27/08/18 07:40;2018;8;Monday;7;0
I182068617;3201;Property Lost;PROPERTY - LOST;B2;297;0;24/08/18 00:00;2018;8;Friday;0;0
I182068612;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;315;0;26/08/18 20:00;2018;8;Sunday;20;0
I182068596;3410;Towed;TOWED MOTOR VEHICLE;B2;282;0;27/08/18 06:18;2018;8;Monday;6;0
I182068588;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;280;0;27/08/18 03:58;2018;8;Monday;3;0
I182068585;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;324;0;27/08/18 00:08;2018;8;Monday;0;0
I182068584;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;324;0;27/08/18 01:27;2018;8;Monday;1;0
I182068581;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;319;0;27/08/18 02:20;2018;8;Monday;2;0
I182068580;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;0;0;27/08/18 00:11;2018;8;Monday;0;0
I182068567;3114;Investigate Property;INVESTIGATE PROPERTY;B2;330;0;26/08/18 21:10;2018;8;Sunday;21;0
I182068562;2629;Harassment;HARASSMENT;B2;320;0;26/08/18 20:08;2018;8;Sunday;20;0
I182068559;3115;Investigate Person;INVESTIGATE PERSON;B2;309;0;26/08/18 21:37;2018;8;Sunday;21;0
I182068537;2101;Operating Under the Influence;OPERATING UNDER THE INFLUENCE ALCOHOL;B2;262;0;26/08/18 21:37;2018;8;Sunday;21;0
I182068534;1842;Drug Violation;DRUGS - POSS CLASS A - HEROIN;B2;179;0;26/08/18 21:18;2018;8;Sunday;21;0
I182068517;3115;Investigate Person;INVESTIGATE PERSON;B2;238;0;26/08/18 20:06;2018;8;Sunday;20;0
I182068500;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;288;0;26/08/18 19:07;2018;8;Sunday;19;0
I182068478;3301;Verbal Disputes;VERBAL DISPUTE;B2;260;0;26/08/18 17:32;2018;8;Sunday;17;0
I182068431;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;328;0;26/08/18 14:48;2018;8;Sunday;14;1
I182068431;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;328;0;26/08/18 14:48;2018;8;Sunday;14;0
I182068422;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;324;0;26/08/18 13:45;2018;8;Sunday;13;0
I182068422;724;Auto Theft;AUTO THEFT;B2;324;0;26/08/18 13:45;2018;8;Sunday;13;0
I182068420;3410;Towed;TOWED MOTOR VEHICLE;B2;297;0;26/08/18 13:19;2018;8;Sunday;13;0
I182068419;3115;Investigate Person;INVESTIGATE PERSON;B2;304;0;26/08/18 14:43;2018;8;Sunday;14;0
I182068410;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;327;0;26/08/18 13:32;2018;8;Sunday;13;0
I182068398;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;911;0;19/08/18 23:00;2018;8;Sunday;23;0
I182068388;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;329;0;26/08/18 00:30;2018;8;Sunday;0;0
I182068386;2629;Harassment;HARASSMENT;B2;312;0;26/08/18 10:07;2018;8;Sunday;10;0
I182068378;3125;Warrant Arrests;WARRANT ARREST;B2;319;0;26/08/18 11:10;2018;8;Sunday;11;0
I182068374;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;276;0;26/08/18 10:12;2018;8;Sunday;10;0
I182068365;1107;Fraud;FRAUD - IMPERSONATION;B2;326;0;26/08/18 10:32;2018;8;Sunday;10;0
I182068361;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;319;0;25/08/18 23:00;2018;8;Saturday;23;0
I182068342;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;0;0;26/08/18 02:20;2018;8;Sunday;2;1
I182068323;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;261;0;26/08/18 02:30;2018;8;Sunday;2;0
I182068318;3301;Verbal Disputes;VERBAL DISPUTE;B2;327;0;26/08/18 02:50;2018;8;Sunday;2;0
I182068290;3301;Verbal Disputes;VERBAL DISPUTE;B2;315;0;26/08/18 00:20;2018;8;Sunday;0;0
I182068290;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;315;0;26/08/18 00:20;2018;8;Sunday;0;1
I182068286;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;904;0;25/08/18 23:50;2018;8;Saturday;23;0
I182068286;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;904;0;25/08/18 23:50;2018;8;Saturday;23;1
I182068275;617;Larceny;LARCENY THEFT FROM BUILDING;B2;602;0;25/08/18 21:15;2018;8;Saturday;21;0
I182068271;3301;Verbal Disputes;VERBAL DISPUTE;B2;323;0;25/08/18 22:21;2018;8;Saturday;22;0
I182068266;3201;Property Lost;PROPERTY - LOST;B2;602;0;25/08/18 22:15;2018;8;Saturday;22;0
I182068257;3301;Verbal Disputes;VERBAL DISPUTE;B2;261;0;25/08/18 18:52;2018;8;Saturday;18;0
I182068250;3114;Investigate Property;INVESTIGATE PROPERTY;B2;586;0;25/08/18 17:59;2018;8;Saturday;17;0
I182068243;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;330;0;25/08/18 17:39;2018;8;Saturday;17;0
I182068223;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;308;0;25/08/18 18:24;2018;8;Saturday;18;1
I182068221;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;308;0;25/08/18 18:36;2018;8;Saturday;18;1
I182068213;3410;Towed;TOWED MOTOR VEHICLE;B2;0;0;25/08/18 15:05;2018;8;Saturday;15;0
I182068213;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;0;0;25/08/18 15:05;2018;8;Saturday;15;0
I182068211;3002;Medical Assistance;ANIMAL CONTROL - DOG BITES - ETC.;B2;320;0;25/08/18 17:02;2018;8;Saturday;17;0
I182068208;616;Larceny;LARCENY THEFT OF BICYCLE;B2;309;0;25/08/18 17:24;2018;8;Saturday;17;0
I182068194;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;181;0;25/08/18 15:45;2018;8;Saturday;15;0
I182068192;3301;Verbal Disputes;VERBAL DISPUTE;B2;901;0;25/08/18 15:34;2018;8;Saturday;15;0
I182068185;3018;Medical Assistance;SICK/INJURED/MEDICAL - POLICE;B2;313;0;25/08/18 15:24;2018;8;Saturday;15;0
I182068177;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;263;0;25/08/18 14:30;2018;8;Saturday;14;1
I182068163;3410;Towed;TOWED MOTOR VEHICLE;B2;330;0;25/08/18 11:14;2018;8;Saturday;11;0
I182068146;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;282;0;25/08/18 11:55;2018;8;Saturday;11;0
I182068135;3115;Investigate Person;INVESTIGATE PERSON;B2;281;0;25/08/18 12:06;2018;8;Saturday;12;0
I182068132;727;Auto Theft;AUTO THEFT - LEASED/RENTED VEHICLE;B2;263;0;25/08/18 12:36;2018;8;Saturday;12;0
I182068126;3114;Investigate Property;INVESTIGATE PROPERTY;B2;297;0;25/08/18 12:12;2018;8;Saturday;12;0
I182068125;3114;Investigate Property;INVESTIGATE PROPERTY;B2;268;0;24/08/18 09:30;2018;8;Friday;9;0
I182068122;3108;Fire Related Reports;FIRE REPORT - HOUSE;B2;266;0;25/08/18 10:58;2018;8;Saturday;10;0
I182068121;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;258;0;25/08/18 11:01;2018;8;Saturday;11;1
I182068118;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;268;0;25/08/18 10:30;2018;8;Saturday;10;0
I182068103;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;282;0;25/08/18 10:18;2018;8;Saturday;10;0
I182068103;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;282;0;25/08/18 10:18;2018;8;Saturday;10;1
I182068102;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;181;0;21/08/18 21:30;2018;8;Tuesday;21;1
I182068092;3301;Verbal Disputes;VERBAL DISPUTE;B2;306;0;25/08/18 08:55;2018;8;Saturday;8;0
I182068092;1402;Vandalism;VANDALISM;B2;306;0;25/08/18 08:55;2018;8;Saturday;8;0
I182068061;1501;Firearm Violations;WEAPON - FIREARM - CARRYING / POSSESSING;B2;330;0;25/08/18 03:43;2018;8;Saturday;3;
I182068054;1504;Other;WEAPON - OTHER - OTHER VIOLATION;B2;330;0;25/08/18 03:41;2018;8;Saturday;3;0
I182068054;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;330;0;25/08/18 03:41;2018;8;Saturday;3;1
I182068049;3201;Property Lost;PROPERTY - LOST;B2;294;0;25/08/18 03:05;2018;8;Saturday;3;0
I182068044;3201;Property Lost;PROPERTY - LOST;B2;612;0;25/08/18 02:58;2018;8;Saturday;2;0
I182068042;1806;Drug Violation;DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS;B2;0;0;25/08/18 02:09;2018;8;Saturday;2;0
I182068042;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;0;0;25/08/18 02:09;2018;8;Saturday;2;0
I182068042;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;0;0;25/08/18 02:09;2018;8;Saturday;2;1
I182068030;3410;Towed;TOWED MOTOR VEHICLE;B2;611;0;24/08/18 23:00;2018;8;Friday;23;0
I182068019;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;260;0;24/08/18 23:17;2018;8;Friday;23;1
I182068018;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;258;0;24/08/18 16:30;2018;8;Friday;16;1
I182068015;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;324;0;24/08/18 22:49;2018;8;Friday;22;0
I182068007;706;Auto Theft;AUTO THEFT - MOTORCYCLE / SCOOTER;B2;605;0;24/08/18 20:58;2018;8;Friday;20;0
I182068001;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;0;0;24/08/18 21:00;2018;8;Friday;21;0
I182067998;3115;Investigate Person;INVESTIGATE PERSON;B2;291;0;24/08/18 20:34;2018;8;Friday;20;0
I182067995;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;182;0;24/08/18 17:30;2018;8;Friday;17;0
I182067993;3114;Investigate Property;INVESTIGATE PROPERTY;B2;261;0;24/08/18 21:04;2018;8;Friday;21;0
I182067984;3115;Investigate Person;INVESTIGATE PERSON;B2;300;0;24/08/18 10:30;2018;8;Friday;10;0
I182067983;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;182;0;24/08/18 00:47;2018;8;Friday;0;0
I182067961;3115;Investigate Person;INVESTIGATE PERSON;B2;181;0;23/08/18 00:00;2018;8;Thursday;0;0
I182067956;3301;Verbal Disputes;VERBAL DISPUTE;B2;318;0;24/08/18 18:35;2018;8;Friday;18;0
I182067950;3208;Property Lost;PROPERTY - MISSING;B2;296;0;23/08/18 08:00;2018;8;Thursday;8;0
I182067949;3115;Investigate Person;INVESTIGATE PERSON;B2;327;0;24/08/18 06:30;2018;8;Friday;6;0
I182067939;1402;Vandalism;VANDALISM;B2;287;0;24/08/18 08:00;2018;8;Friday;8;0
I182067937;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;316;0;24/08/18 17:59;2018;8;Friday;17;0
I182067925;619;Larceny;LARCENY ALL OTHERS;B2;901;0;22/08/18 21:00;2018;8;Wednesday;21;0
I182067918;619;Larceny;LARCENY ALL OTHERS;B2;301;0;22/08/18 12:00;2018;8;Wednesday;12;0
I182067914;3115;Investigate Person;INVESTIGATE PERSON;B2;282;0;24/08/18 17:25;2018;8;Friday;17;0
I182067905;3114;Investigate Property;INVESTIGATE PROPERTY;B2;280;0;24/08/18 15:57;2018;8;Friday;15;0
I182067900;3201;Property Lost;PROPERTY - LOST;B2;911;0;11/08/18 11:00;2018;8;Saturday;11;0
I182067896;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;614;0;24/08/18 08:15;2018;8;Friday;8;0
I182067887;1402;Vandalism;VANDALISM;B2;280;0;22/08/18 08:30;2018;8;Wednesday;8;0
I182067887;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;280;0;22/08/18 08:30;2018;8;Wednesday;8;0
I182067880;1402;Vandalism;VANDALISM;B2;264;0;23/08/18 22:30;2018;8;Thursday;22;0
I182067865;617;Larceny;LARCENY THEFT FROM BUILDING;B2;611;0;24/08/18 15:03;2018;8;Friday;15;0
I182067855;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;260;0;24/08/18 14:10;2018;8;Friday;14;1
I182067848;2629;Harassment;HARASSMENT;B2;319;0;24/08/18 14:24;2018;8;Friday;14;0
I182067843;3810;Motor Vehicle Accident Response;M/V ACCIDENT - INVOLVING  BICYCLE - INJURY;B2;588;0;24/08/18 13:05;2018;8;Friday;13;0
I182067837;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;267;0;23/08/18 15:00;2018;8;Thursday;15;0
I182067835;2610;Other;TRESPASSING;B2;288;0;24/08/18 12:51;2018;8;Friday;12;0
I182067832;3301;Verbal Disputes;VERBAL DISPUTE;B2;328;0;24/08/18 12:56;2018;8;Friday;12;0
I182067826;3201;Property Lost;PROPERTY - LOST;B2;262;0;24/08/18 13:27;2018;8;Friday;13;0
I182067824;3114;Investigate Property;INVESTIGATE PROPERTY;B2;258;0;18/08/18 10:00;2018;8;Saturday;10;0
I182067818;619;Larceny;LARCENY ALL OTHERS;B2;330;0;24/08/18 00:00;2018;8;Friday;0;0
I182067778;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;587;0;24/08/18 10:09;2018;8;Friday;10;0
I182067777;2610;Other;TRESPASSING;B2;280;0;24/08/18 09:59;2018;8;Friday;9;0
I182067766;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;318;0;23/08/18 20:30;2018;8;Thursday;20;0
I182067754;613;Larceny;LARCENY SHOPLIFTING;B2;603;0;24/08/18 08:20;2018;8;Friday;8;0
I182067749;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;289;0;23/08/18 14:15;2018;8;Thursday;14;0
I182067744;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;269;0;24/08/18 07:40;2018;8;Friday;7;0
I182067741;2629;Harassment;HARASSMENT;B2;260;0;24/08/18 06:17;2018;8;Friday;6;0
I182067741;2647;Other;THREATS TO DO BODILY HARM;B2;260;0;24/08/18 06:17;2018;8;Friday;6;0
I182067741;1402;Vandalism;VANDALISM;B2;260;0;24/08/18 06:17;2018;8;Friday;6;0
I182067730;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;318;0;24/08/18 02:54;2018;8;Friday;2;0
